Geneid	RB_0d-1	RB_0d-2	RB_0d-3	SB_0d-1	SB_0d-2	SB_0d-3	RB_28d-1	RB_28d-2	RB_28d-3	SB_28d-1	SB_28d-2	SB_28d-3	RB_7d-1	RB_7d-2	RB_7d-3	SB_7d-1	SB_7d-2	SB_7d-3
PLBR_LOCUS3078	0.000	0.000	0.000	0.053	0.000	0.000	2.524	3.505	1.295	72.771	80.741	86.178	0.000	0.459	0.000	1.129	4.836	0.055
PLBR_LOCUS3079	0.000	0.000	0.000	0.000	0.131	0.000	1.505	2.818	0.949	93.912	114.139	81.165	0.142	0.147	0.000	0.755	3.334	0.000
PLBR_LOCUS3080	0.000	0.000	0.081	0.040	0.000	0.034	0.848	1.591	0.422	69.932	77.781	80.186	0.169	0.087	0.082	0.299	1.463	0.000
PLBR_LOCUS3081	0.000	0.000	0.000	0.000	0.000	0.000	0.523	0.326	0.055	8.747	6.121	7.731	0.000	0.000	0.097	0.131	0.139	0.000
PLBR_LOCUS3082	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.286	0.913	0.229	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS3083	0.000	0.011	0.000	0.000	0.000	0.008	0.301	0.030	0.023	4.912	5.612	4.933	0.000	0.022	0.082	0.028	0.109	0.000
PLBR_LOCUS3084	0.011	0.012	0.012	0.012	0.011	0.010	2.985	4.055	0.767	62.475	58.491	71.586	0.012	0.179	0.036	0.501	2.298	0.025
PLBR_LOCUS3085	0.040	0.047	0.000	0.044	0.000	0.000	2.965	6.961	1.298	34.002	33.684	38.892	0.000	0.000	0.091	1.116	6.437	0.140
PLBR_LOCUS3086	0.000	0.000	0.000	0.000	0.000	0.000	1.652	3.004	0.312	33.057	35.466	29.821	0.000	0.032	0.000	0.442	1.580	0.031
PLBR_LOCUS3087	0.000	0.000	0.000	0.000	0.122	0.000	7.692	12.967	3.232	117.547	128.270	100.739	0.000	0.137	0.516	3.041	13.506	0.132
PLBR_LOCUS3088	0.000	0.000	0.029	0.000	0.000	0.000	2.526	4.503	0.918	50.783	53.431	50.040	0.061	0.000	0.060	0.271	3.357	0.092
PLBR_LOCUS3089	0.051	0.000	0.000	0.000	0.028	0.000	3.487	0.735	0.266	28.679	55.021	58.015	0.899	0.062	1.258	0.795	0.899	0.090
PLBR_LOCUS3090	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.154	1.545	4.808	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS3091	0.000	0.072	0.069	0.137	0.000	0.000	4.739	8.313	0.803	149.012	147.635	231.888	0.144	0.299	0.635	0.703	8.668	0.072
PLBR_LOCUS3092	0.000	0.000	0.000	0.000	0.000	0.000	2.109	3.248	0.403	40.488	38.966	45.732	0.211	0.000	0.088	0.561	3.681	0.060
PLBR_LOCUS3093	0.000	0.000	0.000	0.000	0.000	0.000	0.210	1.029	0.110	16.905	22.143	8.807	0.000	0.000	0.097	0.088	0.093	0.000
PLBR_LOCUS3094	0.027	0.000	0.000	0.030	0.029	0.025	2.461	5.129	0.978	146.404	195.300	126.780	0.126	0.390	0.123	0.807	5.215	0.031
PLBR_LOCUS3095	0.019	0.011	0.000	0.000	0.031	0.009	1.057	2.030	0.436	20.434	19.919	20.922	0.051	0.053	0.022	0.462	1.155	0.028
PLBR_LOCUS3096	0.035	0.040	0.039	0.000	0.000	0.000	1.720	3.526	1.310	112.951	141.682	99.558	0.041	0.294	0.000	0.396	4.152	0.122
PLBR_LOCUS3097	0.000	0.000	0.000	0.000	0.000	0.000	0.279	0.427	0.084	7.333	10.731	15.402	0.038	0.000	0.074	0.067	0.601	0.113
PLBR_LOCUS3098	0.000	0.037	0.000	0.000	0.000	0.000	1.484	0.975	0.082	30.181	52.424	38.505	0.258	0.000	0.504	0.196	2.007	0.037
PLBR_LOCUS3099	0.095	0.111	0.000	0.000	0.000	0.088	2.348	3.662	1.110	144.424	211.969	118.596	0.000	0.000	0.217	0.196	8.528	0.222
PLBR_LOCUS3100	0.000	0.000	0.000	0.000	0.140	0.040	5.363	7.842	1.859	154.338	216.824	180.326	0.152	0.157	0.049	1.660	10.407	0.101
PLBR_LOCUS3101	0.000	0.000	0.147	0.000	0.000	0.121	0.323	1.585	0.679	81.932	129.971	58.438	0.000	0.000	0.000	0.135	5.012	0.000
PLBR_LOCUS3102	0.000	0.000	0.000	0.000	0.000	0.000	0.445	0.198	0.000	4.753	4.982	3.498	0.000	0.000	0.068	0.000	0.131	0.000
PLBR_LOCUS3103	0.000	0.000	0.000	0.000	0.000	0.000	0.387	0.000	0.000	4.355	4.586	3.846	0.000	0.000	0.000	0.000	0.228	0.000
PLBR_LOCUS3104	0.000	0.000	0.000	0.000	0.000	0.000	0.177	0.000	0.000	1.944	4.761	1.065	0.056	0.000	0.054	0.099	0.000	0.000
PLBR_LOCUS3105	0.098	0.000	0.037	0.108	0.105	0.030	6.121	9.478	2.115	267.886	292.363	222.841	0.076	0.433	0.111	1.415	15.235	0.381
PLBR_LOCUS3106	0.000	0.000	0.000	0.000	0.000	0.000	0.435	0.129	0.000	0.754	1.720	0.201	0.411	0.000	0.669	0.243	0.128	0.000
PLBR_LOCUS3107	0.000	0.086	0.000	0.000	0.000	0.000	0.454	0.891	0.477	33.859	57.408	51.962	0.086	0.267	0.000	0.000	0.886	0.000
PLBR_LOCUS3108	0.127	0.000	0.000	0.000	0.000	0.000	3.471	5.907	1.326	242.222	264.306	188.951	0.149	0.617	0.000	2.111	7.408	0.149
PLBR_LOCUS3109	0.000	0.034	0.000	0.000	0.000	0.000	0.109	0.065	0.000	2.748	2.507	2.884	0.103	0.036	0.000	0.030	0.032	0.000
PLBR_LOCUS3110	0.047	0.018	0.035	0.017	0.000	0.000	2.434	4.116	0.751	48.113	49.554	56.819	0.000	0.076	0.036	0.452	3.304	0.128
PLBR_LOCUS3111	0.063	0.000	0.035	0.000	0.034	0.029	2.712	3.281	0.733	51.965	52.227	60.705	0.110	0.038	0.000	0.518	2.918	0.110
PLBR_LOCUS3112	0.000	0.000	0.000	0.000	0.000	0.077	12.222	0.916	0.216	1.365	1.056	1.901	2.102	0.402	7.232	1.747	0.334	0.032
PLBR_LOCUS3113	0.000	0.000	0.000	0.000	0.000	0.000	0.019	0.000	0.000	0.148	0.255	0.026	0.000	0.000	0.070	0.000	0.017	0.000
PLBR_LOCUS3114	0.000	0.000	0.000	0.000	0.000	0.000	0.053	0.143	0.000	0.139	0.803	1.150	0.000	0.000	0.000	0.000	0.142	0.000
PLBR_LOCUS3115	0.000	0.000	0.000	0.000	0.000	0.000	2.159	3.037	0.605	34.049	29.514	41.352	0.000	0.047	0.000	0.281	2.551	0.000
PLBR_LOCUS3116	0.000	0.000	0.000	0.000	0.000	0.000	1.609	2.381	0.288	38.979	53.866	64.216	0.032	0.134	0.032	0.573	1.850	0.000
PLBR_LOCUS3117	0.036	0.000	0.040	0.000	0.000	0.000	3.650	5.595	0.935	72.744	85.278	75.927	0.000	0.087	0.123	2.085	5.679	0.000
PLBR_LOCUS3118	0.027	0.031	0.060	0.000	0.000	0.000	3.166	6.850	1.005	74.605	80.877	93.890	0.031	0.097	0.000	1.765	5.376	0.062
PLBR_LOCUS3119	0.082	0.000	0.000	0.273	0.000	0.000	1.728	4.803	0.961	83.936	88.646	135.925	0.000	0.099	0.000	1.020	4.863	0.096
PLBR_LOCUS3120	0.109	0.064	0.000	0.000	0.000	0.000	1.283	2.529	0.497	33.003	45.333	39.365	0.000	0.000	0.000	0.169	3.710	0.064
PLBR_LOCUS3121	0.000	0.000	0.000	0.000	0.000	0.000	0.157	0.000	0.000	0.817	1.864	1.145	0.000	0.000	0.000	0.000	0.139	0.000
PLBR_LOCUS3122	0.000	0.000	0.000	0.000	0.000	0.000	0.265	0.157	0.046	1.818	2.409	2.345	0.063	0.000	0.000	0.000	0.196	0.000
PLBR_LOCUS3123	0.000	0.040	0.000	0.076	0.037	0.000	2.939	4.822	0.895	108.757	128.132	86.361	0.040	0.208	0.118	0.463	5.019	0.241
PLBR_LOCUS3124	0.076	0.000	0.085	0.506	0.082	0.035	7.624	11.916	2.126	169.236	283.846	244.519	0.044	0.276	0.217	2.716	14.386	0.667
PLBR_LOCUS3125	0.000	0.000	0.000	0.000	0.000	0.000	1.004	1.628	0.480	58.696	59.839	46.501	0.000	0.000	0.084	0.153	3.155	0.000
PLBR_LOCUS3126	0.053	0.062	0.000	0.000	0.057	0.049	4.782	7.184	2.340	105.983	126.130	134.750	0.000	0.321	0.121	1.534	10.332	0.124
PLBR_LOCUS3127	0.000	0.000	0.000	0.000	0.000	0.093	0.739	0.000	0.000	24.669	34.204	21.125	0.000	0.121	0.455	0.412	0.328	0.000
PLBR_LOCUS3128	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.192	0.475	0.577	0.887	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS3129	0.000	0.019	0.000	0.000	0.035	0.000	2.739	4.600	0.897	57.932	64.615	46.699	0.019	0.039	0.018	0.797	3.007	0.056
PLBR_LOCUS3130	0.000	0.000	0.000	0.000	0.000	0.000	0.813	0.145	0.000	9.811	12.336	3.346	0.102	0.053	0.250	0.272	0.000	0.000
PLBR_LOCUS3131	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.057	0.000	0.769	0.551	1.716	0.000	0.000	0.058	0.000	0.112	0.000
PLBR_LOCUS3132	0.000	0.000	0.000	0.000	0.000	0.000	0.888	0.396	0.133	8.021	7.821	3.036	0.120	0.062	0.234	0.742	0.000	0.000
PLBR_LOCUS3133	0.000	0.000	0.000	0.000	0.054	0.000	0.000	0.000	0.000	4.001	3.651	2.252	0.118	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS3134	0.000	0.000	0.000	0.000	0.000	0.000	0.039	0.000	0.000	3.793	12.222	8.334	0.000	0.038	0.036	0.065	0.000	0.000
PLBR_LOCUS3135	0.000	0.047	0.000	0.000	0.000	0.000	0.099	0.000	0.000	1.334	1.610	0.448	0.000	0.000	0.092	0.042	0.088	0.000
PLBR_LOCUS3136	0.000	0.000	0.000	0.043	0.000	0.000	0.096	0.043	0.000	9.400	13.380	3.647	0.000	0.000	0.000	0.121	0.000	0.000
PLBR_LOCUS3137	0.025	0.000	0.000	0.027	0.000	0.023	1.679	3.130	0.930	82.577	97.241	63.930	0.000	0.090	0.000	0.536	3.083	0.029
PLBR_LOCUS3138	0.036	0.000	0.000	0.040	0.000	0.000	1.441	3.773	0.899	73.653	77.103	51.831	0.000	0.132	0.000	0.602	3.311	0.000
PLBR_LOCUS3139	0.000	0.000	0.000	0.064	0.062	0.000	0.000	0.000	0.000	6.996	18.642	7.982	0.067	0.000	0.066	0.000	0.190	0.000
PLBR_LOCUS3140	0.000	0.000	0.000	0.000	0.112	0.000	0.000	0.114	0.000	1.997	18.426	5.954	0.000	0.000	0.118	0.000	0.227	0.000
PLBR_LOCUS3141	0.000	0.000	0.000	0.000	0.000	0.000	0.098	0.000	0.000	2.714	2.863	1.154	0.000	0.000	0.000	0.000	0.130	0.000
PLBR_LOCUS3142	0.000	0.000	0.000	0.000	0.000	0.000	0.039	0.000	0.000	3.846	2.112	1.063	0.000	0.000	0.000	0.033	0.000	0.000
PLBR_LOCUS3143	0.000	0.000	0.000	0.000	0.000	0.000	0.034	0.000	0.000	0.029	0.107	0.094	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS3144	0.000	0.000	0.000	0.000	0.000	0.000	0.045	0.524	0.143	0.745	2.217	44.160	0.043	0.000	0.000	0.000	0.280	0.000
PLBR_LOCUS3145	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.031	0.027	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS3146	0.051	0.000	0.000	0.028	0.000	0.024	1.418	1.545	0.232	39.196	97.334	73.908	0.030	0.154	0.116	0.237	1.507	0.030
PLBR_LOCUS3147	0.067	0.000	0.000	0.074	0.000	0.000	0.829	0.517	0.348	90.531	71.603	65.719	0.078	0.000	0.076	0.208	2.422	0.000
PLBR_LOCUS3148	0.147	0.000	0.021	0.041	0.000	0.034	2.869	4.973	0.789	75.588	172.586	138.137	0.215	0.312	0.273	0.743	4.136	0.108
PLBR_LOCUS3149	0.000	0.000	0.000	0.050	0.049	0.042	4.620	6.781	0.947	119.461	128.340	108.105	0.053	0.110	0.000	0.707	8.286	0.106
PLBR_LOCUS3150	0.000	0.000	0.000	0.000	0.000	0.000	0.361	0.000	0.000	7.189	4.183	1.919	0.000	0.000	0.000	0.201	0.000	0.000
PLBR_LOCUS3151	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.103	0.000	3.198	1.276	1.440	0.000	0.000	0.000	0.000	0.307	0.000
PLBR_LOCUS3152	0.093	0.109	0.000	0.103	0.151	0.000	9.917	18.042	3.635	219.980	282.287	193.699	0.109	0.282	0.160	3.954	23.039	0.708
PLBR_LOCUS3153	0.000	0.000	0.000	0.000	0.041	0.000	0.806	0.296	0.100	7.722	8.395	3.947	0.179	0.093	0.350	0.317	0.084	0.000
PLBR_LOCUS3154	0.000	0.000	0.000	0.081	0.000	0.034	0.636	0.081	0.000	11.102	9.700	3.721	0.300	0.000	0.251	0.266	0.362	0.043
PLBR_LOCUS3155	0.067	0.000	0.152	0.000	0.000	0.000	3.259	4.171	0.439	156.460	217.421	159.455	0.000	0.327	0.077	0.349	6.219	0.079
PLBR_LOCUS3156	0.057	0.000	0.000	0.000	0.000	0.000	1.486	1.451	0.000	74.560	114.698	69.681	0.067	0.138	0.653	0.059	2.821	0.067
PLBR_LOCUS3157	0.000	0.000	0.000	0.012	0.000	0.000	1.369	1.718	0.405	27.772	29.775	30.882	0.013	0.013	0.025	0.367	1.672	0.126
PLBR_LOCUS3158	0.045	0.000	0.000	0.000	0.049	0.000	2.577	4.345	0.883	111.695	104.799	110.329	0.159	0.274	0.000	1.124	5.162	0.212
PLBR_LOCUS3159	0.000	0.000	0.058	0.029	0.000	0.000	0.870	2.212	0.203	28.980	27.463	28.911	0.000	0.032	0.059	0.189	1.028	0.000
PLBR_LOCUS3160	0.000	0.000	0.000	0.000	0.000	0.000	0.214	0.382	0.045	10.066	10.745	7.556	0.000	0.000	0.000	0.072	0.076	0.000
PLBR_LOCUS3161	0.098	0.000	0.000	0.000	0.000	0.000	1.456	2.272	0.319	43.637	43.704	37.895	0.057	0.119	0.168	0.558	2.097	0.172
PLBR_LOCUS3162	0.104	0.000	0.000	0.000	0.112	0.097	7.991	12.065	3.927	405.392	521.140	300.426	0.244	0.757	0.119	2.910	23.181	0.609
PLBR_LOCUS3163	0.066	0.000	0.000	0.000	0.000	0.000	0.986	1.978	0.604	51.545	71.266	45.386	0.000	0.080	0.076	0.687	2.548	0.078
PLBR_LOCUS3164	0.000	0.000	0.000	0.000	0.000	0.000	0.567	0.000	0.000	1.256	1.146	0.219	0.298	0.000	0.232	0.053	0.056	0.000
PLBR_LOCUS3165	0.000	0.000	0.000	0.000	0.000	0.000	0.295	0.000	0.000	0.402	0.433	1.550	0.199	0.000	0.311	0.035	0.037	0.000
PLBR_LOCUS3166	0.022	0.000	0.000	0.049	0.000	0.021	1.738	2.778	0.203	41.606	45.379	45.646	0.078	0.081	0.305	0.277	2.224	0.078
PLBR_LOCUS3167	0.000	0.000	0.000	0.000	0.000	0.000	1.106	1.160	0.000	3.158	9.005	10.884	0.000	0.064	0.000	0.163	0.115	0.061
PLBR_LOCUS3168	0.000	0.000	0.000	0.037	0.000	0.000	1.601	2.634	0.539	25.799	24.872	25.774	0.000	0.040	0.019	0.549	1.691	0.078
PLBR_LOCUS3169	0.000	0.140	0.000	0.000	0.000	0.000	2.081	4.461	1.041	105.011	94.763	90.357	0.047	0.145	0.046	0.249	6.277	0.094
PLBR_LOCUS3170	0.000	0.073	0.000	0.000	0.000	0.000	0.932	0.623	0.041	36.797	46.007	26.560	0.183	0.114	0.251	0.292	1.754	0.037
PLBR_LOCUS3171	0.102	0.000	0.000	0.000	0.110	0.000	17.444	32.568	5.445	439.217	362.001	365.613	0.597	0.742	0.700	4.123	29.791	0.836
PLBR_LOCUS3172	0.000	0.000	0.000	0.000	0.000	0.000	0.421	1.803	0.354	39.577	49.373	36.900	0.080	0.000	0.000	0.423	2.763	0.159
PLBR_LOCUS3173	0.000	0.000	0.000	0.157	0.000	0.000	1.665	1.953	1.289	133.049	215.439	106.554	0.083	0.515	0.000	0.733	6.600	0.083
PLBR_LOCUS3174	0.000	0.000	0.000	0.000	0.178	0.000	1.430	3.279	0.429	45.240	27.951	41.478	0.000	0.100	0.000	0.342	3.078	0.000
PLBR_LOCUS3175	0.000	0.000	0.000	0.000	0.000	0.000	0.862	1.260	0.290	29.782	28.484	30.024	0.000	0.101	0.000	0.086	1.161	0.000
PLBR_LOCUS3176	0.000	0.000	0.000	0.000	0.063	0.000	1.506	2.237	0.301	41.567	50.686	48.119	0.000	0.000	0.198	0.540	1.842	0.136
PLBR_LOCUS3177	0.055	0.194	0.062	0.041	0.100	0.086	9.138	15.640	2.310	132.487	262.899	140.783	0.022	0.247	0.063	2.260	8.218	0.195
PLBR_LOCUS3178	0.000	0.000	0.000	0.000	0.000	0.000	1.199	2.438	0.504	21.618	21.320	24.705	0.000	0.000	0.044	0.401	1.700	0.181
PLBR_LOCUS3179	0.000	0.000	0.000	0.000	0.000	0.000	0.568	0.304	0.000	23.242	38.327	16.405	0.054	0.111	0.105	0.048	0.201	0.054
PLBR_LOCUS3180	0.000	0.000	0.000	0.000	0.000	0.000	0.222	0.000	0.116	1.824	2.540	2.306	0.000	0.000	0.000	0.000	0.196	0.000
PLBR_LOCUS3181	0.000	0.000	0.000	0.000	0.000	0.000	0.163	0.194	0.071	1.918	8.000	3.148	0.000	0.013	0.025	0.034	0.084	0.013
PLBR_LOCUS3182	0.000	0.000	0.000	0.030	0.000	0.000	0.084	0.000	0.000	0.189	0.518	0.315	0.000	0.000	0.000	0.014	0.000	0.000
PLBR_LOCUS3183	0.000	0.000	0.000	0.000	0.000	0.000	0.708	0.505	0.335	13.160	15.284	17.787	0.100	0.069	0.327	0.178	0.439	0.000
PLBR_LOCUS3184	0.000	0.000	0.000	0.076	0.000	0.000	0.554	0.342	0.000	6.975	5.960	5.231	0.161	0.000	0.000	0.000	0.491	0.000
PLBR_LOCUS3185	0.050	0.000	0.112	0.000	0.000	0.093	1.669	3.196	0.844	168.189	168.622	119.082	0.058	0.000	0.171	0.310	2.903	0.058
PLBR_LOCUS3186	0.096	0.000	0.000	0.053	0.000	0.000	5.093	8.816	1.369	46.899	46.025	46.107	0.112	0.000	0.000	1.585	5.719	0.280
PLBR_LOCUS3187	0.000	0.000	0.000	0.000	0.000	0.000	0.539	0.400	0.047	10.120	9.625	8.697	0.042	0.000	0.124	0.188	0.637	0.000
PLBR_LOCUS3188	0.000	0.000	0.024	0.000	0.000	0.000	2.406	4.267	1.017	54.161	57.424	77.277	0.124	0.154	0.072	0.875	4.101	0.173
PLBR_LOCUS3189	0.000	0.000	0.000	0.000	0.000	0.000	0.044	0.117	0.000	5.670	10.105	12.160	0.000	0.000	0.000	0.000	0.078	0.041
PLBR_LOCUS3190	0.016	0.037	0.018	0.053	0.000	0.074	5.271	7.774	1.873	105.475	107.074	111.490	0.037	0.192	0.127	1.819	4.965	0.167
PLBR_LOCUS3191	0.000	0.000	0.218	0.000	0.000	0.000	4.729	6.432	2.274	113.495	102.168	133.838	0.000	0.314	0.148	1.810	10.440	0.076
PLBR_LOCUS3192	0.000	0.000	0.000	0.000	0.051	0.044	2.107	4.434	0.246	53.440	63.476	60.625	0.111	0.000	0.000	0.440	1.452	0.166
PLBR_LOCUS3193	0.000	0.000	0.000	0.039	0.000	0.000	1.860	2.814	0.500	34.773	25.986	33.730	0.000	0.085	0.040	0.398	2.759	0.000
PLBR_LOCUS3194	0.000	0.040	0.000	0.000	0.037	0.000	0.299	1.182	0.315	20.608	23.573	22.738	0.121	0.084	0.039	0.143	0.872	0.040
PLBR_LOCUS3195	0.125	0.073	0.000	0.069	0.000	0.058	6.882	8.686	1.219	144.199	173.707	170.811	0.292	0.303	0.071	1.876	11.305	0.365
PLBR_LOCUS3196	0.000	0.033	0.000	0.000	0.000	0.000	2.348	4.557	0.617	62.572	60.891	55.599	0.000	0.135	0.096	0.578	2.478	0.098
PLBR_LOCUS3197	0.000	0.000	0.000	0.000	0.000	0.000	0.524	0.807	0.050	16.963	15.403	12.230	0.000	0.000	0.000	0.080	0.591	0.000
PLBR_LOCUS3198	0.041	0.095	0.046	0.135	0.000	0.000	6.540	11.346	2.325	199.723	320.777	215.037	0.190	0.345	0.093	1.430	13.727	0.713
PLBR_LOCUS3199	0.000	0.000	0.000	0.000	0.026	0.000	1.570	3.123	0.444	32.211	26.575	33.341	0.029	0.059	0.028	0.682	3.371	0.000
PLBR_LOCUS3200	0.000	0.176	0.226	0.000	0.000	0.000	1.935	0.056	0.000	1.136	1.332	1.429	0.177	0.000	1.382	0.626	0.111	0.000
PLBR_LOCUS3201	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	6.031	4.815	5.635	0.000	0.000	0.067	0.000	0.000	0.000
PLBR_LOCUS3202	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	6.188	4.940	5.857	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS3203	0.000	0.000	0.000	0.000	0.000	0.000	0.796	0.473	0.279	12.873	6.712	8.039	0.000	0.000	0.000	0.222	0.470	0.000
PLBR_LOCUS3204	0.000	0.000	0.000	0.000	0.000	0.000	0.634	1.583	0.200	18.460	9.626	13.728	0.120	0.000	0.000	0.053	1.461	0.000
PLBR_LOCUS3205	0.000	0.000	0.047	0.000	0.000	0.000	0.052	0.185	0.000	9.194	13.750	8.297	0.000	0.000	0.000	0.000	0.092	0.000
PLBR_LOCUS3206	0.014	0.000	0.000	0.000	0.000	0.026	1.692	2.848	0.272	12.389	14.458	37.338	0.000	0.051	0.032	1.401	1.331	0.000
PLBR_LOCUS3207	0.078	0.000	0.000	0.000	0.000	0.000	1.063	2.930	0.305	68.180	86.441	72.110	0.091	0.189	0.178	0.566	2.398	0.000
PLBR_LOCUS3208	0.000	0.000	0.000	0.000	0.000	0.000	1.191	1.494	0.139	17.928	26.997	23.144	0.125	0.000	0.529	0.369	1.094	0.042
PLBR_LOCUS3209	0.130	0.455	0.536	0.000	0.000	0.040	33.743	1.198	0.790	10.010	21.242	7.979	15.330	1.314	36.233	9.347	1.143	0.457
PLBR_LOCUS3210	0.061	0.000	0.000	0.034	0.000	0.028	8.592	14.138	1.789	128.790	164.802	158.773	0.143	0.111	0.140	3.007	10.463	0.250
PLBR_LOCUS3211	0.000	0.000	0.000	0.000	0.000	0.000	0.124	0.047	0.000	0.658	1.731	0.784	0.033	0.000	0.098	0.000	0.156	0.000
PLBR_LOCUS3212	0.000	0.000	0.000	0.076	0.037	0.000	5.216	10.699	1.693	104.431	136.199	87.873	0.000	0.207	0.196	2.447	6.650	0.401
PLBR_LOCUS3213	0.000	0.000	0.000	0.051	0.000	0.000	0.460	0.718	0.121	16.041	19.501	13.884	0.000	0.000	0.000	0.192	0.458	0.000
PLBR_LOCUS3214	0.000	0.000	0.000	0.000	0.000	0.000	1.193	3.003	0.295	68.712	85.725	71.002	0.000	0.206	0.000	0.411	4.104	0.066
PLBR_LOCUS3215	0.025	0.030	0.029	0.000	0.000	0.024	2.741	3.005	0.629	62.970	77.882	62.344	0.089	0.000	0.058	0.290	1.982	0.089
PLBR_LOCUS3216	0.000	0.000	0.000	0.088	0.000	0.074	3.057	5.274	0.725	309.868	504.928	162.226	0.093	0.289	0.000	0.495	6.726	0.186
PLBR_LOCUS3217	0.000	0.000	0.000	0.000	0.000	0.000	0.398	0.533	0.000	17.346	19.607	10.989	0.000	0.097	0.184	0.167	0.529	0.000
PLBR_LOCUS3218	0.000	0.000	0.000	0.016	0.016	0.014	4.650	7.979	1.216	55.990	62.337	77.080	0.017	0.144	0.034	1.783	4.771	0.069
PLBR_LOCUS3219	0.018	0.000	0.000	0.000	0.000	0.033	0.155	0.433	0.070	29.543	53.514	8.459	0.021	0.022	0.020	0.074	0.313	0.000
PLBR_LOCUS3220	0.029	0.000	0.000	0.033	0.000	0.000	1.346	1.979	0.650	32.377	35.555	33.302	0.034	0.071	0.000	0.517	1.612	0.000
PLBR_LOCUS3221	0.113	0.132	0.042	0.084	0.000	0.035	12.149	24.120	2.700	106.327	125.544	137.652	0.000	0.229	0.086	3.205	9.067	0.177
PLBR_LOCUS3222	0.000	0.000	0.000	0.060	0.000	0.000	2.225	4.207	0.531	28.215	29.450	37.380	0.000	0.066	0.062	0.479	2.061	0.000
PLBR_LOCUS3223	0.038	0.044	0.000	0.000	0.000	0.000	3.535	6.261	0.977	76.649	91.195	67.775	0.000	0.091	0.086	1.478	5.398	0.352
PLBR_LOCUS3224	0.040	0.046	0.000	0.044	0.086	0.000	0.981	2.361	0.515	62.906	66.205	64.949	0.232	0.288	0.362	0.246	2.043	0.046
PLBR_LOCUS3225	0.007	0.000	0.004	0.000	0.000	0.000	0.284	0.353	0.054	7.971	8.106	7.530	0.000	0.013	0.016	0.112	0.213	0.004
PLBR_LOCUS3226	0.000	0.000	0.000	0.000	0.000	0.000	0.031	0.000	0.016	0.226	0.219	1.002	0.000	0.000	0.000	0.000	0.014	0.015
PLBR_LOCUS3227	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.846	1.213	4.647	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS3228	0.000	0.000	0.000	0.032	0.000	0.000	1.623	2.862	0.630	50.466	83.675	60.955	0.000	0.104	0.000	0.295	2.500	0.100
PLBR_LOCUS3229	0.040	0.000	0.000	0.045	0.000	0.000	2.846	4.406	0.787	56.148	61.576	68.594	0.000	0.147	0.000	0.585	4.025	0.142
PLBR_LOCUS3230	0.000	0.000	0.000	0.000	0.000	0.071	9.465	19.872	1.989	23.170	20.431	25.354	0.000	0.046	0.044	8.629	8.847	0.224
PLBR_LOCUS3231	0.000	0.000	0.000	0.037	0.036	0.000	1.391	2.626	0.516	67.922	86.303	77.846	0.000	0.000	0.000	0.650	2.791	0.077
PLBR_LOCUS3232	0.000	0.000	0.037	0.000	0.000	0.000	1.388	2.912	0.343	47.829	44.450	36.916	0.077	0.040	0.264	0.649	4.666	0.077
PLBR_LOCUS3233	0.000	0.059	0.000	0.000	0.000	0.000	0.936	1.280	0.262	33.957	33.551	23.991	0.000	0.000	0.000	0.261	1.216	0.000
PLBR_LOCUS3234	0.033	0.000	0.037	0.036	0.000	0.030	8.422	11.660	1.999	90.977	99.535	94.131	0.000	0.079	0.075	2.133	8.969	0.153
PLBR_LOCUS3235	0.000	0.000	0.000	0.000	0.000	0.000	1.211	1.388	0.260	12.783	12.446	13.890	0.000	0.000	0.000	0.103	0.920	0.023
PLBR_LOCUS3236	0.000	0.000	0.000	0.038	0.000	0.000	0.571	0.830	0.044	3.410	3.128	11.761	0.040	0.041	0.059	0.212	0.281	0.000
PLBR_LOCUS3237	0.000	0.000	0.283	0.000	0.000	0.000	5.222	2.710	0.164	67.672	70.315	60.362	1.031	0.076	2.948	1.108	2.141	0.000
PLBR_LOCUS3238	0.000	0.101	0.000	0.000	0.047	0.000	0.700	0.576	0.113	20.495	27.349	11.403	0.051	0.000	0.249	0.045	0.907	0.051
PLBR_LOCUS3239	0.027	0.000	0.000	0.000	0.000	0.050	4.762	5.651	1.339	110.715	111.685	95.394	0.095	0.164	0.000	0.729	6.329	0.222
