Geneid	A05-12-1	A05-12-2	A05-12-3	A05-16-2	A05-16-3	A05-16
Glyma.01G040100	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G040200	108.870	110.431	112.102	21.941	25.005	22.137
Glyma.01G040300	3.729	3.206	3.344	7.634	5.972	6.794
Glyma.01G040400	1.297	1.197	1.072	3.735	4.071	3.878
Glyma.01G040500	1.700	1.926	2.040	1.280	1.569	1.529
Glyma.01G040600	0.418	0.332	0.276	0.293	0.414	0.684
Glyma.01G040700	7.951	8.775	10.451	8.939	7.952	8.269
Glyma.01G040900	0.090	0.067	0.066	0.406	0.500	0.412
Glyma.01G041000	0.255	0.062	0.135	0.715	1.790	1.001
Glyma.01G041100	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G041200	0.000	0.000	0.031	0.046	0.000	0.000
Glyma.01G041300	5.276	4.750	4.956	3.621	4.544	3.757
Glyma.01G041400	25.832	25.733	26.241	41.262	44.762	41.903
Glyma.01G041450	0.000	0.037	0.000	0.000	0.000	0.000
Glyma.01G041500	1.922	2.332	2.015	4.033	3.738	4.541
Glyma.01G041600	0.671	0.739	0.688	2.006	1.725	1.643
Glyma.01G041651	7.158	7.499	6.940	4.564	7.617	4.797
Glyma.01G041700	9.781	10.651	10.728	10.779	9.963	11.678
Glyma.01G042100	0.123	0.075	0.098	0.378	0.401	0.243
Glyma.01G042200	0.000	0.000	0.000	0.342	1.087	0.702
Glyma.01G042300	12.238	12.379	12.112	9.857	10.359	11.795
Glyma.01G042400	6.274	6.256	6.402	9.277	8.602	9.546
Glyma.01G042500	0.000	0.000	0.057	0.000	0.000	0.000
Glyma.01G042600	0.000	0.000	0.043	0.000	0.000	0.000
Glyma.01G042700	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G042800	10.364	9.352	10.368	15.961	15.111	16.068
Glyma.01G042900	0.544	0.811	0.585	0.863	0.921	0.765
Glyma.01G043000	3.197	2.871	3.398	2.878	2.796	3.295
Glyma.01G043100	0.221	0.172	0.373	0.514	0.272	0.396
Glyma.01G043300	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G043400	0.031	0.000	0.000	0.020	0.028	0.021
Glyma.01G043600	0.084	0.281	0.055	2.725	1.265	2.497
Glyma.01G043700	0.043	0.079	0.133	0.014	0.078	0.042
Glyma.01G043800	2.275	2.423	2.154	1.929	1.454	1.894
Glyma.01G043925	0.295	0.720	0.520	0.000	0.000	0.000
Glyma.01G043951	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G043976	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G044000	45.530	46.486	46.190	43.212	43.670	44.458
Glyma.01G044100	3.809	4.736	5.024	6.901	6.668	7.251
Glyma.01G044200	6.124	6.165	6.234	3.915	4.071	4.127
Glyma.01G044300	0.247	0.313	0.314	0.420	0.247	0.766
Glyma.01G044400	0.340	0.623	0.300	0.976	0.613	0.891
Glyma.01G044500	7.509	7.152	8.148	4.217	5.619	4.191
Glyma.01G044600	5.386	5.106	5.148	6.349	5.574	6.892
Glyma.01G044650	0.656	0.344	0.248	1.913	1.014	1.106
Glyma.01G044800	0.000	0.000	0.000	0.062	0.131	0.127
Glyma.01G044900	3.107	1.865	2.089	4.365	4.698	4.208
Glyma.01G045000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G045100	6.339	6.341	6.185	9.911	9.775	9.800
Glyma.01G045200	5.560	5.580	6.464	20.428	18.501	17.955
Glyma.01G045300	1.615	1.118	1.629	4.607	3.511	4.602
Glyma.01G045400	0.585	0.516	0.515	0.083	0.205	0.298
Glyma.01G045500	11.751	12.235	12.830	6.470	7.282	7.366
Glyma.01G045700	2.299	1.865	2.577	3.623	2.723	3.270
Glyma.01G045750	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G045800	2.910	2.937	2.881	2.296	1.823	2.714
Glyma.01G045900	0.221	0.108	0.078	0.141	0.139	0.058
Glyma.01G046000	3.892	3.273	3.853	0.821	0.917	1.157
Glyma.01G046100	0.000	0.000	0.000	0.131	0.093	0.270
Glyma.01G046200	4.170	3.661	3.790	8.945	7.301	7.312
Glyma.01G046300	0.090	0.166	0.066	0.077	0.136	0.059
Glyma.01G046351	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G046400	0.190	0.077	0.149	0.297	0.343	0.222
Glyma.01G046500	2.793	2.831	2.637	4.106	4.000	3.621
Glyma.01G046600	0.200	0.183	0.221	0.077	0.189	0.170
Glyma.01G046700	3.940	3.994	3.614	2.512	2.559	2.948
Glyma.01G046800	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G046900	0.860	0.806	0.693	7.947	6.025	8.775
Glyma.01G047000	31.324	31.770	32.062	24.709	22.431	27.330
Glyma.01G047100	5.497	5.640	5.954	7.943	7.489	7.771
Glyma.01G047300	1.691	1.870	1.443	1.362	1.091	1.306
Glyma.01G047400	4.054	4.573	4.258	6.704	5.035	6.328
Glyma.01G047600	0.291	0.269	0.249	0.968	0.692	0.867
Glyma.01G047700	6.384	5.573	6.294	8.063	8.501	7.559
Glyma.01G047800	0.121	0.049	0.196	0.000	0.000	0.000
Glyma.01G047900	1.450	1.819	1.054	1.500	1.025	1.001
Glyma.01G048000	1.487	1.401	1.338	0.569	0.642	0.641
Glyma.01G048100	0.298	0.196	0.606	1.227	1.497	1.681
Glyma.01G048200	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G048300	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G048400	0.106	0.097	0.140	0.000	0.000	0.000
Glyma.01G048500	1.338	1.317	1.120	2.815	2.321	2.759
Glyma.01G048600	0.156	0.191	0.315	1.309	0.664	1.140
Glyma.01G048700	6.419	5.793	5.869	0.458	0.453	0.188
Glyma.01G048800	0.209	0.384	0.390	0.000	0.031	0.000
Glyma.01G049100	5.815	5.656	5.259	5.189	4.091	5.112
Glyma.01G049300	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G049400	0.440	0.362	0.358	0.280	0.376	0.461
Glyma.01G049500	0.139	0.000	0.000	0.089	0.063	0.000
Glyma.01G049600	0.097	0.030	0.007	0.010	0.007	0.000
Glyma.01G049700	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G049800	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G049900	1.781	1.617	1.628	2.438	2.754	2.291
Glyma.01G050100	9.406	10.833	10.566	4.308	3.888	3.472
Glyma.01G050350	0.000	0.000	0.031	0.000	0.000	0.000
Glyma.01G050400	2.334	2.627	2.716	3.077	2.860	3.092
Glyma.01G050500	3.307	2.990	3.615	4.326	3.754	3.797
Glyma.01G050700	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G050900	29.897	31.839	32.201	32.285	43.584	27.639
Glyma.01G051001	0.000	0.000	0.035	0.154	0.000	0.000
Glyma.01G051300	0.082	0.075	0.090	1.638	1.635	1.869
Glyma.01G051400	5.760	5.585	5.033	13.995	12.525	13.968
Glyma.01G051700	0.074	0.000	0.082	0.000	0.017	0.024
Glyma.01G051800	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G052000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G052200	3.672	3.398	3.899	4.186	4.337	5.029
Glyma.01G052300	0.595	0.395	0.454	0.173	0.295	0.241
Glyma.01G052400	2.744	2.884	3.013	6.597	6.790	5.804
Glyma.01G052500	0.764	1.074	0.948	0.605	0.615	1.091
Glyma.01G052600	3.204	3.648	2.979	6.440	6.631	6.669
Glyma.01G052700	4.159	4.112	4.168	18.753	16.912	14.951
Glyma.01G052800	3.095	2.891	3.263	3.018	2.935	4.425
Glyma.01G052900	0.045	0.000	0.013	0.057	0.107	0.059
Glyma.01G053000	0.000	0.000	0.000	0.000	0.053	0.000
Glyma.01G053100	0.122	0.037	0.059	0.527	0.559	0.566
Glyma.01G053200	2.303	3.069	2.953	5.507	4.152	4.766
Glyma.01G053300	3.048	3.359	3.269	1.799	1.582	1.896
Glyma.01G053400	0.885	0.309	0.668	0.161	0.114	0.331
Glyma.01G053600	0.028	0.091	0.000	0.024	0.008	0.012
Glyma.01G053700	0.526	0.642	0.689	1.667	1.664	2.278
Glyma.01G053800	4.357	3.971	4.119	1.494	1.625	2.035
Glyma.01G053900	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G054000	4.297	4.328	4.951	5.913	6.863	4.889
Glyma.01G054100	0.000	0.019	0.040	0.000	0.028	0.040
Glyma.01G054200	4.136	5.080	5.023	6.710	5.529	6.713
Glyma.01G054300	5.223	5.586	5.667	7.466	6.587	7.821
Glyma.01G054400	2.422	3.169	2.788	0.504	0.445	1.295
Glyma.01G054500	0.030	0.024	0.044	0.165	0.135	0.183
Glyma.01G054601	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G054700	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G054800	3.932	4.611	3.783	5.521	4.651	5.073
Glyma.01G054900	0.191	0.199	0.278	0.830	0.974	0.551
Glyma.01G054950	1.052	1.386	1.098	3.000	2.344	4.024
Glyma.01G055000	0.878	0.948	0.846	1.979	1.711	1.926
Glyma.01G055200	0.000	0.000	0.021	0.000	0.063	0.000
Glyma.01G055300	1.853	1.785	1.820	1.810	1.594	1.748
Glyma.01G055400	24.795	26.027	25.470	24.744	18.070	25.124
Glyma.01G055500	2.982	2.073	2.426	4.124	4.031	3.245
Glyma.01G055700	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G055800	0.650	0.477	0.535	0.442	0.703	0.739
Glyma.01G055900	3.569	3.586	3.975	3.989	3.943	4.600
Glyma.01G056000	0.969	0.979	0.883	0.234	0.135	0.109
Glyma.01G056100	0.800	0.840	0.574	1.257	1.073	1.535
Glyma.01G056202	0.000	0.000	0.000	0.201	0.213	0.172
Glyma.01G056300	9.251	8.651	9.864	6.559	6.265	6.222
Glyma.01G056400	2.048	2.301	2.816	2.402	3.101	2.790
Glyma.01G056500	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G056800	1.316	1.652	1.339	4.419	4.543	4.370
Glyma.01G056900	0.075	0.092	0.057	0.164	0.068	0.239
Glyma.01G057100	22.034	24.116	22.117	5.558	5.809	5.405
Glyma.01G057200	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G057400	7.531	7.034	7.809	10.502	9.981	10.341
Glyma.01G057500	1.570	1.725	1.523	1.339	1.122	1.254
Glyma.01G057600	0.250	0.179	0.205	0.275	0.716	0.351
Glyma.01G057700	0.035	0.000	0.000	0.044	0.000	0.023
Glyma.01G057801	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G057900	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G058000	5.120	4.678	5.339	5.813	4.652	5.835
Glyma.01G058100	2.008	1.612	1.366	3.695	2.896	2.932
Glyma.01G058200	4.339	4.601	4.047	5.417	4.086	4.560
Glyma.01G058300	30.255	28.300	29.504	9.479	10.774	8.571
Glyma.01G058400	1.053	1.510	1.332	0.000	0.041	0.000
Glyma.01G058500	23.827	24.069	24.577	63.413	55.277	60.829
Glyma.01G058600	10.890	12.252	7.680	4.970	8.730	4.731
Glyma.01G058700	0.484	0.420	0.525	0.581	0.469	0.402
Glyma.01G058800	0.000	0.000	0.000	0.000	0.075	0.000
Glyma.01G058900	0.295	0.630	0.617	1.410	0.997	1.400
Glyma.01G059000	0.397	0.552	0.454	0.841	0.627	0.663
Glyma.01G059100	1.219	1.082	1.304	2.511	2.019	2.484
Glyma.01G059200	2.006	2.100	1.642	5.171	3.862	5.181
Glyma.01G059400	0.078	0.000	0.035	0.000	0.035	0.000
Glyma.01G059450	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G059900	0.743	0.620	0.702	1.469	1.114	1.440
Glyma.01G060001	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G060300	3.303	2.920	2.764	0.639	0.764	0.673
Glyma.01G060450	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G060600	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G060700	3.716	3.576	3.241	4.540	3.955	4.593
Glyma.01G060800	0.514	0.558	0.402	0.437	0.617	0.374
Glyma.01G060900	18.724	21.352	19.277	14.883	17.081	13.129
Glyma.01G061000	11.305	10.070	10.690	2.126	2.223	1.556
Glyma.01G061100	1.054	1.256	1.212	3.376	5.537	4.445
Glyma.01G061200	0.115	0.140	0.000	0.000	0.207	0.151
Glyma.01G061500	3.187	3.221	2.958	5.231	5.433	5.118
Glyma.01G061700	1.804	1.899	1.764	3.444	3.353	3.446
Glyma.01G061800	0.492	0.631	0.419	2.468	2.535	2.460
Glyma.01G061900	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G062000	4.948	3.383	5.029	10.265	11.244	9.584
Glyma.01G062100	0.922	1.287	0.929	2.603	1.923	2.502
Glyma.01G062200	0.262	0.223	0.261	1.423	1.201	1.582
Glyma.01G062251	0.000	0.277	0.600	0.289	0.409	0.594
Glyma.01G062300	3.006	3.356	3.220	3.545	8.012	4.912
Glyma.01G062400	18.167	16.255	17.206	0.279	0.268	0.328
Glyma.01G062500	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G062600	0.533	0.000	0.000	1.631	1.921	1.117
Glyma.01G062700	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G062900	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G063000	17.686	16.788	16.824	12.214	13.214	10.532
Glyma.01G063100	8.604	8.053	9.029	2.992	2.719	2.513
Glyma.01G063250	0.000	0.103	0.000	0.000	0.000	0.000
Glyma.01G063500	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G063600	0.984	0.851	0.763	1.449	1.219	1.391
Glyma.01G063700	3.887	3.865	3.922	0.637	0.680	0.654
Glyma.01G063750	0.000	0.000	0.195	0.000	0.199	0.000
Glyma.01G063800	1.373	1.089	1.035	0.144	0.089	0.148
Glyma.01G064000	0.000	0.000	0.064	0.000	0.099	0.000
Glyma.01G064050	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G064100	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G064200	0.497	0.809	0.547	0.185	0.336	0.380
Glyma.01G064400	2.709	2.088	2.388	4.791	5.133	4.243
Glyma.01G064500	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G064600	0.692	0.608	0.878	1.282	0.939	1.390
Glyma.01G064800	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G064900	1.988	1.846	1.824	2.891	2.421	3.013
Glyma.01G065000	0.000	0.000	0.000	0.000	0.000	0.023
Glyma.01G065100	6.967	6.648	7.547	6.014	5.720	6.573
Glyma.01G065400	4.716	4.924	4.379	0.550	0.898	0.546
Glyma.01G065500	0.131	0.186	0.134	0.139	0.098	0.228
Glyma.01G065600	0.070	0.201	0.103	0.329	0.275	0.553
Glyma.01G065800	0.037	0.019	0.019	0.269	0.152	0.221
Glyma.01G066000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G066100	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G066200	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G066300	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G066500	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G066600	3.565	3.991	3.928	4.651	4.700	4.822
Glyma.01G067000	10.358	9.631	9.821	7.735	9.685	8.455
Glyma.01G067100	3.555	3.587	2.946	2.723	3.091	2.557
Glyma.01G067200	0.018	0.000	0.000	0.000	0.000	0.000
Glyma.01G067300	0.521	0.454	0.568	1.898	1.319	1.722
Glyma.01G067400	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G067600	2.695	3.025	2.639	2.464	2.367	2.978
Glyma.01G067700	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G067800	0.000	0.053	0.000	0.000	0.000	0.000
Glyma.01G067900	1.923	2.290	2.151	2.370	1.646	2.350
Glyma.01G068000	19.065	19.057	17.875	12.183	11.092	11.791
Glyma.01G068100	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G068200	0.296	0.427	0.513	0.175	0.095	0.194
Glyma.01G068600	2.594	2.785	2.422	5.530	5.196	5.681
Glyma.01G068800	1.242	1.317	1.159	3.625	2.422	4.013
Glyma.01G068900	0.817	1.330	1.200	3.471	2.085	3.031
Glyma.01G069000	2.256	2.357	1.832	2.120	1.900	1.633
Glyma.01G069150	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G069200	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G069300	0.027	0.000	0.048	0.000	0.000	0.000
Glyma.01G069400	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G069500	4.219	4.635	4.348	23.601	21.592	23.812
Glyma.01G069600	14.081	19.184	10.980	23.483	22.617	25.543
Glyma.01G069650	0.000	0.026	0.000	0.080	0.019	0.000
Glyma.01G069700	0.013	0.015	0.022	0.016	0.000	0.000
Glyma.01G069750	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G069850	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G070150	1.589	1.339	1.381	0.799	1.412	1.319
Glyma.01G070200	0.000	0.000	0.019	0.009	0.000	0.009
Glyma.01G070300	0.665	0.615	0.506	0.552	0.627	0.647
Glyma.01G070400	0.169	0.220	0.278	0.388	0.599	0.369
Glyma.01G070601	0.000	0.000	0.068	0.198	0.210	0.102
Glyma.01G070700	3.114	2.888	3.138	6.011	5.600	5.968
Glyma.01G071000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G071100	0.000	0.000	0.000	0.000	0.000	0.124
Glyma.01G071301	0.000	0.300	0.433	0.940	0.221	1.288
Glyma.01G071300	53.445	52.459	51.110	44.583	38.858	47.021
Glyma.01G071400	231.307	246.315	216.595	126.180	127.565	150.444
Glyma.01G071600	0.520	1.271	0.459	0.000	0.156	0.227
Glyma.01G071700	0.323	0.581	0.442	0.790	0.451	0.578
Glyma.01G071800	0.010	0.000	0.000	0.013	0.009	0.026
Glyma.01G072000	1.253	1.152	1.223	1.323	1.105	1.765
Glyma.01G072300	0.017	0.041	0.000	0.000	0.000	0.000
Glyma.01G072400	0.021	0.026	0.025	0.000	0.000	0.000
Glyma.01G072450	0.043	0.053	0.008	0.000	0.000	0.000
Glyma.01G072900	2.040	1.384	1.344	3.311	3.825	3.482
Glyma.01G072950	2.428	1.695	2.293	9.069	5.159	9.998
Glyma.01G073000	4.494	5.444	4.255	15.235	12.784	15.361
Glyma.01G074400	1.442	2.097	1.695	2.671	2.599	1.394
Glyma.01G074500	0.380	0.481	0.335	1.076	1.166	1.013
Glyma.01G074600	0.545	0.783	0.720	9.947	8.964	10.113
Glyma.01G074200	0.062	0.008	0.024	0.017	0.000	0.009
Glyma.01G074450	0.131	0.320	0.231	0.501	0.768	0.258
Glyma.01G074000	3.196	2.808	2.876	6.492	5.305	6.987
Glyma.01G073600	0.000	0.021	0.000	0.000	0.000	0.000
Glyma.01G073500	0.286	0.479	0.475	0.948	0.795	0.920
Glyma.01G073400	0.413	0.330	0.379	0.850	0.631	0.696
Glyma.01G073200	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G074700	2.958	2.517	2.551	2.347	2.641	3.179
Glyma.01G074800	7.417	8.509	9.347	17.875	15.708	17.550
Glyma.01G075100	3.623	2.811	2.460	2.560	3.266	1.924
Glyma.01G075300	2.163	2.051	1.793	2.017	2.502	1.861
Glyma.01G075400	0.751	0.917	0.795	1.602	1.325	1.741
Glyma.01G075500	0.000	0.000	0.000	0.046	0.065	0.094
Glyma.01G075700	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G075800	0.356	0.203	0.209	0.544	0.492	0.528
Glyma.01G075900	0.166	0.223	0.278	0.063	0.045	0.065
Glyma.01G076000	2.788	2.315	1.671	0.427	0.301	0.146
Glyma.01G076100	4.645	5.053	4.664	3.144	3.196	3.424
Glyma.01G076200	0.108	0.132	0.032	0.114	0.097	0.071
Glyma.01G076700	0.037	0.134	0.113	0.047	0.000	0.000
Glyma.01G076900	4.207	3.858	4.827	2.856	3.617	3.002
Glyma.01G077000	0.089	0.054	0.098	0.568	0.482	0.467
Glyma.01G077100	0.801	1.184	1.248	0.024	0.034	0.098
Glyma.01G077200	4.029	4.220	3.595	8.397	8.262	8.311
Glyma.01G077300	12.999	13.776	14.038	20.185	15.154	19.574
Glyma.01G077400	2.615	2.642	2.224	3.082	3.223	3.204
Glyma.01G077600	3.453	3.946	3.376	3.441	3.286	3.852
Glyma.01G077700	0.324	0.257	0.200	0.910	0.687	0.595
Glyma.01G077900	7.394	8.144	7.536	11.239	5.861	10.941
Glyma.01G078000	0.805	0.440	0.859	0.972	1.012	1.082
Glyma.01G078150	1.552	0.758	0.410	6.927	5.595	4.473
Glyma.01G078200	11.370	13.767	12.167	9.054	10.807	8.293
Glyma.01G078300	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G078350	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G078400	2.344	1.896	2.133	3.782	3.840	4.264
Glyma.01G078600	0.000	0.000	0.012	0.000	0.000	0.000
Glyma.01G078650	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G078700	0.054	0.000	0.048	0.000	0.049	0.000
Glyma.01G078800	16.726	17.501	18.752	9.851	10.106	8.529
Glyma.01G079000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G079100	19.909	19.792	18.606	14.805	12.075	16.345
Glyma.01G079200	2.479	2.720	2.318	3.578	3.051	3.989
Glyma.01G079250	0.059	0.000	0.026	0.019	0.027	0.019
Glyma.01G079300	6.386	6.039	6.405	14.473	10.972	13.814
Glyma.01G079500	3.911	3.578	3.852	3.392	2.859	3.103
Glyma.01G079550	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G079600	0.488	0.255	1.289	1.421	2.511	2.190
Glyma.01G079700	0.389	0.356	0.600	1.240	2.103	1.019
Glyma.01G079800	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G079900	0.057	0.069	0.075	0.018	0.115	0.019
Glyma.01G080200	8.545	9.029	9.657	13.203	9.603	11.566
Glyma.01G080300	0.000	0.000	0.021	0.092	0.065	0.032
Glyma.01G080400	2.732	2.378	2.575	3.605	3.142	3.250
Glyma.01G080450	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G080500	5.910	5.235	5.624	3.394	5.009	3.949
Glyma.01G080600	30.651	29.596	31.098	2.077	1.750	2.294
Glyma.01G080700	5.259	6.249	6.558	9.617	8.910	8.545
Glyma.01G080750	0.000	0.000	0.400	0.868	0.409	1.486
Glyma.01G080800	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G080900	3.739	3.108	3.708	1.854	2.668	2.041
Glyma.01G081000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G081050	6.124	5.403	4.199	8.822	7.973	10.401
Glyma.01G081100	2.785	2.822	3.292	6.377	4.778	5.639
Glyma.01G081300	45.461	45.528	43.483	3.911	3.964	3.868
Glyma.01G081400	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G081500	11.951	12.113	12.735	11.748	10.115	10.297
Glyma.01G081600	59.042	55.791	57.602	24.236	26.985	24.293
Glyma.01G081700	0.149	0.098	0.162	0.774	0.826	1.125
Glyma.01G081900	1.574	1.887	1.812	1.302	1.342	1.634
Glyma.01G082000	0.362	0.247	0.310	0.163	0.106	0.181
Glyma.01G082200	12.809	12.278	13.175	16.868	15.128	15.437
Glyma.01G082400	9.601	9.794	9.733	30.410	27.318	32.222
Glyma.01G082500	0.639	0.664	0.874	5.097	5.043	5.697
Glyma.01G082600	1.543	1.885	1.451	0.000	0.093	0.404
Glyma.01G082700	3.427	3.055	3.348	7.019	9.079	6.573
Glyma.01G082802	8.073	6.504	9.311	16.100	14.939	16.765
Glyma.01G082900	1.595	1.240	1.534	2.774	3.006	2.470
Glyma.01G083000	27.898	27.526	28.213	31.817	32.525	30.544
Glyma.01G083100	0.040	0.024	0.088	0.254	0.144	0.131
Glyma.01G083300	0.106	0.000	0.056	0.000	0.000	0.000
Glyma.01G083400	0.944	1.125	1.177	1.438	1.908	1.598
Glyma.01G083350	0.385	0.683	0.740	1.338	1.134	1.741
Glyma.01G083500	0.084	0.077	0.102	0.121	0.143	0.152
Glyma.01G083600	0.024	0.029	0.000	0.000	0.000	0.000
Glyma.01G083700	0.598	0.544	0.527	0.568	0.654	0.533
Glyma.01G083800	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G083900	0.000	0.000	0.000	0.016	0.000	0.016
Glyma.01G084000	0.014	0.000	0.000	0.000	0.000	0.000
Glyma.01G084200	0.013	0.000	0.034	0.017	0.000	0.000
Glyma.01G084300	0.130	0.053	0.096	0.332	0.156	0.284
Glyma.01G084400	0.350	0.535	0.154	0.447	0.079	0.115
Glyma.01G084500	3.446	3.595	3.243	4.439	5.895	4.836
Glyma.01G084600	4.509	4.827	4.870	1.171	1.417	1.203
Glyma.01G084700	10.755	11.158	11.721	26.326	30.339	26.972
Glyma.01G084800	0.295	0.360	0.285	0.447	0.531	0.478
Glyma.01G085000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G085200	0.134	0.164	0.000	0.000	0.000	0.000
Glyma.01G085302	1.420	0.800	0.578	1.393	1.772	1.288
Glyma.01G085500	0.156	0.119	0.086	0.050	0.140	0.306
Glyma.01G085600	0.000	0.000	0.036	0.000	0.000	0.000
Glyma.01G085700	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G085800	0.094	0.076	0.055	0.000	0.000	0.041
Glyma.01G086000	0.589	0.644	0.875	1.325	1.636	1.483
Glyma.01G086201	2.312	1.953	2.135	2.807	2.804	3.029
Glyma.01G086600	0.620	0.463	0.433	0.729	0.741	0.908
Glyma.01G086650	0.000	0.000	0.487	0.353	0.249	0.000
Glyma.01G086700	0.676	0.864	0.709	0.226	0.464	0.147
Glyma.01G086800	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G086900	1.421	1.294	1.422	1.843	1.519	1.672
Glyma.01G087000	7.566	5.160	6.771	18.464	19.453	20.881
Glyma.01G087050	0.040	0.049	0.035	0.204	0.216	0.472
Glyma.01G087100	1.388	1.163	1.295	1.770	1.727	2.165
Glyma.01G087200	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G087300	0.466	0.341	0.328	0.356	0.462	0.061
Glyma.01G087500	3.903	4.073	4.647	11.857	13.230	11.932
Glyma.01G087600	0.000	0.036	0.026	0.000	0.134	0.000
Glyma.01G087700	2.833	2.753	2.790	2.505	3.142	2.574
Glyma.01G087800	1.253	1.139	1.233	2.528	3.927	2.215
Glyma.01G087900	10.768	10.862	10.144	8.119	7.095	7.739
Glyma.01G088000	0.369	0.225	0.325	0.000	0.000	0.000
Glyma.01G088200	2.094	2.780	2.929	3.560	3.255	3.558
Glyma.01G088300	0.084	0.137	0.185	0.054	0.025	0.037
Glyma.01G088501	8.607	6.230	8.359	9.757	8.116	12.842
Glyma.01G088700	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G088650	0.000	0.000	0.159	0.000	0.000	0.000
Glyma.01G088850	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G089000	2.780	2.393	3.342	7.494	6.264	6.540
Glyma.01G089100	9.045	9.934	9.637	12.699	10.960	14.158
Glyma.01G089202	4.810	4.983	5.457	7.214	4.899	8.094
Glyma.01G089300	29.582	29.863	28.249	31.547	27.601	32.968
Glyma.01G089500	2.385	2.477	2.462	3.841	2.974	3.854
Glyma.01G089600	1.918	1.041	1.691	2.854	3.362	3.072
Glyma.01G089700	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G089800	0.000	0.000	0.000	0.000	0.018	0.000
